#Acq. time (s)=	120
#Accumulations=	3
#Range=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal-Dark
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-75.13
#Instrument=	LabRAM HR Evol
#Detector=	Synapse
#Objective=	X40_UVB
#Grating=	1800 (500nm)
#ND Filter=	100%
#Laser (nm)=	229 
#Spectro (cm-¹)=	2350.07
#Hole=	150.001
#Range=	UV
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	0
#Full time(mm:ss)=	6:02
#Project=	2021-4-15_Andrew_fertilizer_DUV
#Sample=	
#Site=	
#Title=	_14_02_28_2021_04_15_Lebanon_3_120 s_229 nm_1800 (500nm)_X40_UVB_150_100%
#Remark=	
#Date=	15.04.2021 14:04
#Acquired=	15.04.2021 14:04:29
#Edit:Mul=	15.04.2021 14:08:56
#Edit:Mul=	15.04.2021 14:09:04
727.454	6.3493
729.109	53.969
730.763	38.0958
732.417	85.7155
734.071	50.7944
735.725	63.493
737.376	38.0958
739.029	19.0479
740.683	60.3183
742.336	25.3972
743.989	34.9211
745.642	-6.3493
747.295	15.8732
748.948	82.5409
750.6	47.6197
752.253	63.493
753.905	95.2395
755.558	111.113
757.21	88.8902
758.862	44.4451
760.511	66.6676
762.163	85.7155
763.814	57.1437
765.466	107.938
767.117	111.113
768.768	57.1437
770.42	104.763
772.071	136.51
773.721	114.287
775.372	92.0648
777.02	82.5409
778.671	79.3662
780.321	149.208
781.971	79.3662
783.621	88.8902
785.271	47.6197
786.921	53.969
788.571	92.0648
790.218	66.6676
791.867	133.335
793.517	114.287
795.166	177.78
796.815	101.589
798.464	69.8423
800.113	53.969
801.759	114.287
803.407	66.6676
805.056	69.8423
806.704	142.859
808.352	114.287
810	104.763
811.646	111.113
813.293	174.606
814.941	107.938
816.589	25.3972
818.236	98.4141
819.881	76.1916
821.528	114.287
823.175	126.986
824.822	101.589
826.469	107.938
828.113	165.082
829.759	101.589
831.406	133.335
833.052	107.938
834.698	98.4141
836.341	117.462
837.987	107.938
839.633	114.287
841.279	79.3662
842.924	149.208
844.567	120.637
846.212	76.1916
847.857	114.287
849.502	136.51
851.145	101.589
852.789	133.335
854.434	69.8423
856.079	133.335
857.72	73.0169
859.365	95.2395
861.009	133.335
862.653	161.907
864.294	92.0648
865.938	98.4141
867.581	136.51
869.225	88.8902
870.865	79.3662
872.509	117.462
874.152	139.685
875.792	88.8902
877.435	114.287
879.078	-3.17465
880.72	133.335
882.36	92.0648
884.003	111.113
885.645	126.986
887.284	53.969
888.926	63.493
890.568	85.7155
892.207	79.3662
893.849	79.3662
895.49	50.7944
897.129	126.986
898.77	88.8902
900.411	120.637
902.05	114.287
903.69	63.493
905.331	73.0169
906.969	95.2395
908.61	104.763
910.25	88.8902
911.887	82.5409
913.528	107.938
915.168	111.113
916.805	101.589
918.444	50.7944
920.084	126.986
921.721	50.7944
923.36	142.859
924.999	82.5409
926.636	101.589
928.275	88.8902
929.911	92.0648
931.55	31.7465
933.188	92.0648
934.824	120.637
936.462	123.811
938.098	152.383
939.736	53.969
941.374	126.986
943.009	123.811
944.647	126.986
946.282	3.17465
947.919	133.335
949.556	95.2395
951.191	82.5409
952.828	76.1916
954.462	187.304
956.099	73.0169
957.736	133.335
959.37	111.113
961.006	168.256
962.64	101.589
964.276	136.51
965.909	85.7155
967.545	126.986
969.178	79.3662
970.814	92.0648
972.45	123.811
974.083	126.986
975.718	92.0648
977.35	107.938
978.985	168.256
980.618	114.287
982.253	190.479
983.884	130.161
985.519	158.732
987.151	73.0169
988.785	193.654
990.417	111.113
992.051	222.225
993.682	171.431
995.316	298.417
996.947	371.434
998.58	234.924
1000.21	330.163
1001.84	380.958
1003.47	365.085
1005.11	406.355
1006.74	336.513
1008.37	276.194
1010	196.828
1011.63	317.465
1013.26	231.749
1014.9	174.606
1016.53	212.701
1018.16	158.732
1019.79	180.955
1021.42	257.147
1023.05	180.955
1024.68	111.113
1026.31	190.479
1027.94	234.924
1029.57	136.51
1031.2	212.701
1032.83	123.811
1034.46	200.003
1036.09	247.623
1037.71	95.2395
1039.34	190.479
1040.97	95.2395
1042.6	142.859
1044.23	44.4451
1045.86	136.51
1047.49	114.287
1049.11	152.383
1050.74	104.763
1052.37	149.208
1054	66.6676
1055.63	126.986
1057.25	98.4141
1058.88	92.0648
1060.51	180.955
1062.13	85.7155
1063.76	34.9211
1065.39	139.685
1067.01	126.986
1068.64	73.0169
1070.27	155.558
1071.89	130.161
1073.52	142.859
1075.14	123.811
1076.77	107.938
1078.4	9.52395
1080.02	149.208
1081.65	123.811
1083.27	117.462
1084.9	101.589
1086.52	133.335
1088.15	130.161
1089.78	142.859
1091.4	104.763
1093.02	73.0169
1094.65	117.462
1096.27	101.589
1097.9	136.51
1099.52	104.763
1101.14	117.462
1102.77	101.589
1104.39	85.7155
1106.02	85.7155
1107.64	19.0479
1109.26	31.7465
1110.89	60.3183
1112.51	82.5409
1114.13	126.986
1115.75	66.6676
1117.38	168.256
1119	165.082
